,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,Stock_Price_Change,Stock_Price_Change_Percent
19,2018-05-02,395,1.001,0.6868747200238909,BEST,12.039999961853027,12.06999969482422,11.539999961853027,11.5600004196167,11.5600004196167,666700,1.5749998092651385,0.15007144606378775
20,2018-05-23,1,0.0035316455696202532,0.0,BEST,11.039999961853027,11.149999618530272,10.699999809265137,10.770000457763672,10.770000457763672,860300,-0.9200000762939489,-0.07622204635916086
21,2018-05-25,1,0.0035316455696202532,0.0,BEST,11.229999542236328,11.979999542236328,11.229999542236328,11.699999809265137,11.699999809265137,1596200,0.8299999237060565,0.07443945758766413
22,2018-06-18,1,0.0035316455696202532,0.0,BEST,12.300000190734863,12.869999885559082,12.229999542236328,12.329999923706056,12.329999923706056,1775200,0.8900003433227539,0.07429051563691602
23,2018-06-20,1,0.0035316455696202532,0.0,BEST,12.0,12.449999809265137,11.989999771118164,12.140000343322754,12.140000343322754,1200900,-0.4200000762939453,-0.03263403885226224
24,2018-06-21,2,0.0060632911392405064,0.7168458781362008,BEST,11.960000038146973,12.0600004196167,11.770000457763672,11.93000030517578,11.93000030517578,651500,-0.3899993896484375,-0.031325252660502456
25,2018-06-27,1,0.0035316455696202532,-0.4175365344467641,BEST,11.739999771118164,11.84000015258789,11.489999771118164,11.68000030517578,11.68000030517578,2483800,-0.2200002670288086,-0.018242144226708112
26,2018-07-06,1,0.0035316455696202532,0.0,BEST,12.079999923706056,12.079999923706056,11.729999542236328,11.8100004196167,11.8100004196167,475100,0.23999977111816584,0.020270250677801638
27,2018-07-24,1,0.0035316455696202532,0.0,BEST,10.25,10.369999885559082,9.980999946594238,10.3100004196167,10.3100004196167,1202200,-1.7100000381469744,-0.14155629544262105
28,2018-07-25,1,0.0035316455696202532,0.0,BEST,10.289999961853027,10.75,10.210000038146973,10.520000457763672,10.520000457763672,1115000,0.38000011444091797,0.03664417730323155
29,2018-08-01,1,0.0035316455696202532,0.0,BEST,9.649999618530272,9.729999542236328,9.489999771118164,9.520000457763672,9.520000457763672,927900,-1.0200004577636719,-0.09488376351289973
30,2018-08-08,1,0.0035316455696202532,0.0,BEST,8.319999694824219,9.050000190734863,8.25,8.8100004196167,8.8100004196167,3104800,-0.6799993515014648,-0.06988688422334444
31,2018-08-20,1,0.0035316455696202532,0.0,BEST,7.639999866485596,7.820000171661377,7.349999904632568,7.699999809265137,7.699999809265137,2190400,-1.2300000190734863,-0.13591160145308345
32,2018-08-22,2,0.0060632911392405064,0.7168458781362008,BEST,7.550000190734863,7.760000228881836,7.539999961853027,7.619999885559082,7.619999885559082,1361000,-0.059999942779541016,-0.007672626785479197
33,2018-09-21,1,0.0035316455696202532,-0.4175365344467641,BEST,6.630000114440918,7.070000171661377,6.599999904632568,6.639999866485596,6.639999866485596,1567700,-0.690000057220459,-0.08891753052433649
34,2018-10-12,1,0.0035316455696202532,0.0,BEST,5.070000171661377,5.380000114440918,4.980000019073486,5.199999809265137,5.199999809265137,4146700,-1.690000057220459,-0.23903819182274877
35,2018-10-17,1,0.0035316455696202532,0.0,BEST,5.460000038146973,5.585999965667725,5.21999979019165,5.329999923706055,5.329999923706055,804100,0.20599985122680664,0.03828993435778272
36,2018-11-07,1,0.0035316455696202532,0.0,BEST,5.789999961853027,6.03000020980835,5.789999961853027,5.960000038146973,5.960000038146973,523200,0.444000244140625,0.07948446954341337
37,2018-11-12,1,0.0035316455696202532,0.0,BEST,5.159999847412109,6.150000095367432,5.159999847412109,5.989999771118164,5.989999771118164,1520100,0.11999988555908203,0.019900477841425568
38,2018-11-14,1,0.0035316455696202532,0.0,BEST,6.25,6.449999809265137,5.849999904632568,5.880000114440918,5.880000114440918,1423900,0.2999997138977051,0.04878044052774633
39,2018-11-15,3,0.00859493670886076,1.4336917562724012,BEST,5.900000095367432,6.230000019073486,5.900000095367432,6.21999979019165,6.21999979019165,723900,-0.2199997901916504,-0.03410849561198914
40,2018-11-28,1,0.0035316455696202532,0.0,BEST,5.550000190734863,5.650000095367432,5.477000236511231,5.550000190734863,5.550000190734863,575200,-0.5799999237060547,-0.09309790079138891
41,2018-12-10,1,0.0035316455696202532,0.0,BEST,4.650000095367432,4.699999809265137,4.349999904632568,4.460000038146973,4.460000038146973,1240400,-0.9500002861022949,-0.1681416407198334
42,2018-12-11,1,0.0035316455696202532,0.0,BEST,4.5,4.5,4.300000190734863,4.389999866485596,4.389999866485596,1781900,-0.19999980926513672,-0.0425531526343631
43,2018-12-12,1,0.0035316455696202532,0.0,BEST,4.519999980926514,4.53000020980835,4.329999923706055,4.380000114440918,4.380000114440918,1280800,0.03000020980834961,0.006666713290744308
44,2018-12-14,1,0.0035316455696202532,0.0,BEST,4.170000076293945,4.400000095367432,4.170000076293945,4.289999961853027,4.289999961853027,1094000,-0.13000011444091797,-0.02869759567768715
45,2018-12-17,1,0.0035316455696202532,0.0,BEST,4.239999771118164,4.300000190734863,4.150000095367432,4.179999828338623,4.179999828338623,837600,-0.09999990463256836,-0.022727250560256596
46,2018-12-18,1,0.0035316455696202532,0.0,BEST,4.190000057220459,4.269999980926514,4.085000038146973,4.119999885559082,4.119999885559082,1413400,-0.03000020980834961,-0.0069767926692168025
47,2018-12-21,1,0.0035316455696202532,0.0,BEST,3.950000047683716,4.099999904632568,3.910000085830689,4.010000228881836,4.010000228881836,1244100,-0.1700000762939453,-0.03981266441529541
48,2018-12-24,2,0.0060632911392405064,0.7168458781362008,BEST,3.9800000190734863,4.0,3.809999942779541,3.880000114440918,3.880000114440918,660800,-0.09999990463256836,-0.02439022120941492
49,2019-01-04,3,0.00859493670886076,0.4175365344467641,BEST,4.309999942779541,4.570000171661377,4.304999828338623,4.5,4.5,430900,0.570000171661377,0.14250004291534424
50,2019-01-09,1,0.0035316455696202532,0.0,BEST,4.510000228881836,4.749000072479248,4.510000228881836,4.599999904632568,4.599999904632568,821400,0.1789999008178711,0.03916846697902798
51,2019-01-25,3,0.00859493670886076,0.4175365344467641,BEST,4.699999809265137,4.800000190734863,4.610000133514404,4.789999961853027,4.789999961853027,550200,0.051000118255615234,0.010739127706306917
52,2019-01-30,1,0.0035316455696202532,-0.589101620029455,BEST,4.75,4.760000228881836,4.611000061035156,4.760000228881836,4.760000228881836,361900,-0.039999961853027344,-0.0083333250549108
53,2019-02-06,2,0.0060632911392405064,0.7168458781362008,BEST,5.079999923706055,5.170000076293945,5.065999984741211,5.130000114440918,5.130000114440918,483000,0.4099998474121094,0.0861344175835097
54,2019-02-12,1,0.0035316455696202532,-0.4175365344467641,BEST,5.150000095367432,5.75,5.139999866485596,5.440000057220459,5.440000057220459,2204700,0.5799999237060547,0.11218567024119297
55,2019-02-13,1,0.0035316455696202532,0.0,BEST,5.659999847412109,6.309999942779541,5.449999809265137,6.230000019073486,6.230000019073486,2696500,0.559999942779541,0.0973912943964419
56,2019-02-15,1,0.0035316455696202532,0.0,BEST,5.96999979019165,6.0,5.670000076293945,5.889999866485596,5.889999866485596,525500,-0.309999942779541,-0.04912835904765267
57,2019-02-21,1,0.0035316455696202532,0.0,BEST,5.800000190734863,5.900000095367432,5.75,5.809999942779541,5.809999942779541,598100,-0.09999990463256836,-0.016666650772094727
58,2019-02-25,1,0.0035316455696202532,0.0,BEST,6.260000228881836,6.329999923706055,6.119999885559082,6.190000057220459,6.190000057220459,865800,0.42999982833862305,0.07288132565900307
59,2019-02-27,1,0.0035316455696202532,0.0,BEST,6.159999847412109,6.25,6.079999923706055,6.139999866485596,6.139999866485596,681200,-0.07999992370605469,-0.012638218747278662
60,2019-03-07,1,0.0035316455696202532,0.0,BEST,6.150000095367432,6.170000076293945,5.650000095367432,5.809999942779541,5.809999942779541,1682700,-0.07999992370605469,-0.012799987792968759
61,2019-03-12,1,0.0035316455696202532,0.0,BEST,5.800000190734863,5.989999771118164,5.769999980926514,5.78000020980835,5.78000020980835,1012000,-0.18000030517578125,-0.029173468873585406
62,2019-03-13,1,0.0035316455696202532,0.0,BEST,5.760000228881836,5.860000133514404,5.570000171661377,5.599999904632568,5.599999904632568,1725800,-0.12999963760375977,-0.021702778392509448
63,2019-03-20,1,0.0035316455696202532,0.0,BEST,5.039999961853027,5.090000152587891,4.789999961853027,4.789999961853027,4.789999961853027,2588600,-0.7699999809265137,-0.1313993111574766
64,2019-03-28,1,0.0035316455696202532,0.0,BEST,4.840000152587891,5.090000152587891,4.826000213623047,5.010000228881836,5.010000228881836,822000,0.0,0.0
65,2019-04-01,1,0.0035316455696202532,0.0,BEST,5.349999904632568,5.429999828338623,5.099999904632568,5.230000019073486,5.230000019073486,994400,0.3399996757507324,0.06679757673049735
66,2019-04-04,35,0.08960759493670886,24.372759856630825,BEST,5.119999885559082,5.199999809265137,5.050000190734863,5.130000114440918,5.130000114440918,532800,-0.23000001907348633,-0.04235727925314825
67,2019-04-09,1,0.0035316455696202532,-0.9605876536233932,BEST,5.230000019073486,5.230000019073486,5.050000190734863,5.059999942779541,5.059999942779541,477200,0.03000020980834961,0.0057692713286059405
68,2019-04-25,1,0.0035316455696202532,0.0,BEST,5.889999866485596,5.929999828338623,5.78000020980835,5.840000152587891,5.840000152587891,745600,0.6999998092651367,0.13384317527959477
69,2019-04-29,1,0.0035316455696202532,0.0,BEST,5.75,5.809999942779541,5.659999847412109,5.800000190734863,5.800000190734863,779200,-0.11999988555908203,-0.020236068976869026
70,2019-04-30,1,0.0035316455696202532,0.0,BEST,5.78000020980835,5.949999809265137,5.760000228881836,5.929999828338623,5.929999828338623,1080600,0.1399998664855957,0.024096362799380433
71,2019-05-02,1,0.0035316455696202532,0.0,BEST,6.079999923706055,6.329999923706055,5.840000152587891,6.289999961853027,6.289999961853027,1710800,0.38000011444091797,0.06386556749954764
72,2019-05-06,1,0.0035316455696202532,0.0,BEST,6.300000190734863,6.300000190734863,6.070000171661377,6.230000019073486,6.230000019073486,1896900,-0.029999732971191406,-0.004739294365366686
73,2019-05-07,1,0.0035316455696202532,0.0,BEST,6.119999885559082,6.260000228881836,6.014999866485596,6.079999923706055,6.079999923706055,811900,-0.039999961853027344,-0.006349200101906871
74,2019-05-10,1,0.0035316455696202532,0.0,BEST,6.010000228881836,6.03000020980835,5.820000171661377,5.920000076293945,5.920000076293945,989600,-0.23000001907348633,-0.036741215761036616
75,2019-05-15,1,0.0035316455696202532,0.0,BEST,5.0,5.199999809265137,4.809999942779541,4.820000171661377,4.820000171661377,1274900,-0.8300004005432129,-0.13764516943020022
76,2019-05-16,1,0.0035316455696202532,0.0,BEST,4.820000171661377,4.869999885559082,4.650000095367432,4.670000076293945,4.670000076293945,1667100,-0.3299999237060547,-0.06346152611738076
77,2019-05-17,1,0.0035316455696202532,0.0,BEST,4.599999904632568,4.639999866485596,4.320000171661377,4.400000095367432,4.400000095367432,1984300,-0.23000001907348633,-0.04722793110437251
78,2019-05-21,1,0.0035316455696202532,0.0,BEST,4.199999809265137,4.309999942779541,4.159999847412109,4.199999809265137,4.199999809265137,771500,-0.3299999237060547,-0.0711206752589848
79,2019-05-24,1,0.0035316455696202532,0.0,BEST,4.21999979019165,4.449999809265137,4.210000038146973,4.349999904632568,4.349999904632568,1140800,0.1399998664855957,0.03248256806131389
80,2019-05-28,1,0.0035316455696202532,0.0,BEST,4.369999885559082,4.829999923706055,4.369999885559082,4.710000038146973,4.710000038146973,2141800,0.38000011444091797,0.08539328780413369
81,2019-06-04,1,0.0035316455696202532,0.0,BEST,4.269999980926514,4.659999847412109,4.199999809265137,4.570000171661377,4.570000171661377,629100,-0.1700000762939453,-0.03519670372241013
82,2019-06-05,1,0.0035316455696202532,0.0,BEST,4.599999904632568,4.659999847412109,4.380000114440918,4.389999866485596,4.389999866485596,500800,0.0,0.0
83,2019-06-06,2,0.0060632911392405064,0.7168458781362008,BEST,4.389999866485596,4.460000038146973,4.300000190734863,4.449999809265137,4.449999809265137,540000,-0.19999980926513672,-0.04291841541072261
84,2019-06-10,1,0.0035316455696202532,-0.4175365344467641,BEST,4.489999771118164,4.642000198364258,4.460000038146973,4.579999923706055,4.579999923706055,718200,0.18200016021728516,0.04080721046202096
85,2019-06-19,1,0.0035316455696202532,0.0,BEST,4.840000152587891,5.0,4.840000152587891,4.920000076293945,4.920000076293945,509300,0.3579998016357422,0.0771218841743897
86,2019-06-26,1,0.0035316455696202532,-0.4175365344467641,BEST,5.400000095367432,5.460000038146973,5.28000020980835,5.449999809265137,5.449999809265137,503200,0.46000003814697266,0.09200000762939453
87,2019-06-27,1,0.0035316455696202532,0.0,BEST,5.389999866485596,5.539999961853027,5.333000183105469,5.420000076293945,5.420000076293945,979000,0.07999992370605469,0.014652000576396595
88,2019-07-02,1,0.0035316455696202532,0.0,BEST,5.650000095367432,5.670000076293945,5.480000019073486,5.510000228881836,5.510000228881836,490600,0.13000011444091797,0.023465724789903275
89,2019-07-12,1,0.0035316455696202532,0.0,BEST,5.300000190734863,5.364999771118164,5.130000114440918,5.210000038146973,5.210000038146973,727900,-0.30500030517578125,-0.05379194022430012
90,2019-07-18,1,0.0035316455696202532,0.0,BEST,4.909999847412109,4.929999828338623,4.775000095367432,4.869999885559082,4.869999885559082,628000,-0.434999942779541,-0.08108107387465535
91,2019-07-25,1,0.0035316455696202532,0.0,BEST,4.78000020980835,4.920000076293945,4.760000228881836,4.860000133514404,4.860000133514404,305200,-0.009999752044677734,-0.0020283473413522657
92,2019-07-26,1,0.0035316455696202532,0.0,BEST,4.849999904632568,4.920000076293945,4.781000137329102,4.809999942779541,4.809999942779541,613600,0.0,0.0
93,2019-08-05,3,0.00859493670886076,1.4336917562724012,BEST,4.590000152587891,4.800000190734863,4.539999961853027,4.769999980926514,4.769999980926514,576000,-0.11999988555908203,-0.024390220263873164
94,2019-08-06,1,0.0035316455696202532,-0.589101620029455,BEST,4.800000190734863,4.889999866485596,4.764999866485596,4.800000190734863,4.800000190734863,462100,0.08999967575073242,0.018749931703013978
95,2019-08-08,1,0.0035316455696202532,0.0,BEST,4.880000114440918,5.070000171661377,4.860000133514404,5.0,5.0,487200,0.18000030517578125,0.0368098793640963
96,2019-08-13,2,0.0060632911392405064,0.7168458781362008,BEST,4.5,4.909999847412109,4.5,4.5,4.5,2613700,-0.16000032424926758,-0.0315582482903225
97,2019-08-15,2,0.0060632911392405064,0.0,BEST,4.21999979019165,4.269999980926514,4.110000133514404,4.159999847412109,4.159999847412109,732600,-0.6399998664855957,-0.13034620903764738
98,2019-08-16,1,0.0035316455696202532,-0.4175365344467641,BEST,4.099999904632568,4.389999866485596,4.099999904632568,4.389999866485596,4.389999866485596,691900,0.11999988555908203,0.02810301782086766
99,2019-08-20,1,0.0035316455696202532,0.0,BEST,4.449999809265137,4.599999904632568,4.380000114440918,4.550000190734863,4.550000190734863,561100,0.21000003814697266,0.04783600103274899
100,2019-08-23,2,0.0060632911392405064,0.7168458781362008,BEST,4.599999904632568,4.659999847412109,4.449999809265137,4.539999961853027,4.539999961853027,777700,0.059999942779541016,0.013043466092057088
101,2019-08-26,1,0.0035316455696202532,-0.4175365344467641,BEST,4.570000171661377,4.579999923706055,4.420000076293945,4.429999828338623,4.429999828338623,1079800,-0.07999992370605469,-0.017167366164289044
102,2019-08-27,1,0.0035316455696202532,0.0,BEST,4.409999847412109,4.429999828338623,4.119999885559082,4.199999809265137,4.199999809265137,1077800,-0.15000009536743164,-0.03275111307121037
103,2019-08-29,1,0.0035316455696202532,0.0,BEST,4.21999979019165,4.340000152587891,4.21999979019165,4.309999942779541,4.309999942779541,294800,-0.08999967575073242,-0.020315954681308646
104,2019-08-30,1,0.0035316455696202532,0.0,BEST,4.360000133514404,4.429999828338623,4.28000020980835,4.380000114440918,4.380000114440918,492300,0.08999967575073242,0.020737251748036645
105,2019-09-05,1,0.0035316455696202532,0.0,BEST,4.710000038146973,4.960000038146973,4.699999809265137,4.920000076293945,4.920000076293945,1465500,0.5300002098083496,0.11963887818187913
106,2019-09-09,1,0.0035316455696202532,0.0,BEST,5.449999809265137,5.639999866485596,5.369999885559082,5.5,5.5,1678600,0.679999828338623,0.13709673852999948
107,2019-09-12,1,0.0035316455696202532,0.0,BEST,5.400000095367432,5.570000171661377,4.860000133514404,5.53000020980835,5.53000020980835,2914700,-0.06999969482421875,-0.01241129370235905
108,2019-09-16,1,0.0035316455696202532,0.0,BEST,5.400000095367432,5.630000114440918,5.269999980926514,5.5,5.5,2873600,0.059999942779541016,0.010771982213717779
109,2019-09-19,1,0.0035316455696202532,0.0,BEST,5.699999809265137,5.880000114440918,5.619999885559082,5.690000057220459,5.690000057220459,1194000,0.25,0.044404972454396896
110,2019-09-24,1,0.0035316455696202532,0.0,BEST,5.650000095367432,5.650000095367432,5.139999866485596,5.139999866485596,5.139999866485596,1975100,-0.23000001907348633,-0.03911564874099582
111,2019-09-25,1,0.0035316455696202532,0.0,BEST,5.170000076293945,5.230000019073486,5.079999923706055,5.179999828338623,5.179999828338623,1658200,-0.4200000762939453,-0.0743362954344573
112,2019-09-26,1,0.0035316455696202532,0.0,BEST,5.190000057220459,5.5,5.159999847412109,5.409999847412109,5.409999847412109,1546300,0.26999998092651367,0.051625235170523975
113,2019-09-30,1,0.0035316455696202532,0.0,BEST,5.099999904632568,5.304999828338623,5.099999904632568,5.28000020980835,5.28000020980835,1888400,-0.19500017166137695,-0.03545457666570495
114,2019-10-02,1,0.0035316455696202532,0.0,BEST,5.130000114440918,5.130000114440918,4.960000038146973,5.03000020980835,5.03000020980835,1543000,-0.17499971389770508,-0.032987694544847956
115,2019-10-03,1,0.0035316455696202532,0.0,BEST,5.03000020980835,5.059999942779541,4.860000133514404,5.010000228881836,5.010000228881836,1420700,-0.07000017166137695,-0.013645257329395921
116,2019-10-04,1,0.0035316455696202532,0.0,BEST,5.019999980926514,5.070000171661377,4.840000152587891,4.920000076293945,4.920000076293945,1421900,0.010000228881835938,0.001976329840893687
117,2019-10-11,2,0.0060632911392405064,0.7168458781362008,BEST,5.050000190734863,5.300000190734863,5.0,5.21999979019165,5.21999979019165,2370000,0.23000001907348633,0.045364893744790136
118,2019-10-17,1,0.0035316455696202532,-0.4175365344467641,BEST,5.139999866485596,5.230000019073486,5.119999885559082,5.130000114440918,5.130000114440918,541100,-0.07000017166137695,-0.013207579083439835
119,2019-10-23,2,0.0060632911392405064,0.0,BEST,5.159999847412109,5.295000076293945,5.159999847412109,5.260000228881836,5.260000228881836,980800,0.06500005722045898,0.012428309174647767
120,2019-10-29,1,0.0035316455696202532,-0.4175365344467641,BEST,5.46999979019165,5.679999828338623,5.440000057220459,5.599999904632568,5.599999904632568,1754500,0.38499975204467773,0.07271005599572056
121,2019-10-30,3,0.00859493670886076,1.4336917562724012,BEST,5.610000133514404,5.71999979019165,5.550000190734863,5.699999809265137,5.699999809265137,1541100,0.039999961853027344,0.00704224701794165
122,2019-11-05,1,0.0035316455696202532,-0.589101620029455,BEST,5.610000133514404,5.760000228881836,5.510000228881836,5.710000038146973,5.710000038146973,1040200,0.04000043869018555,0.006993083943600098
123,2019-11-06,1,0.0035316455696202532,0.0,BEST,5.650000095367432,5.809999942779541,5.59499979019165,5.659999847412109,5.659999847412109,1009200,0.04999971389770508,0.008680505540086036
124,2019-11-07,1,0.0035316455696202532,0.0,BEST,5.75,5.835000038146973,5.614999771118164,5.699999809265137,5.699999809265137,1895500,0.02500009536743164,0.00430294244641094
125,2019-11-11,1,0.0035316455696202532,0.0,BEST,5.690000057220459,5.900000095367432,5.619999885559082,5.889999866485596,5.889999866485596,3203600,0.06500005722045898,0.011139684112341675
126,2019-11-12,2,0.0060632911392405064,0.7168458781362008,BEST,5.880000114440918,5.909999847412109,5.510000228881836,5.570000171661377,5.570000171661377,3364100,0.009999752044677734,0.0016948732005155343
127,2019-11-13,1,0.0035316455696202532,-0.4175365344467641,BEST,5.429999828338623,5.75,5.320000171661377,5.579999923706055,5.579999923706055,2717700,-0.15999984741210938,-0.02707273291761092
128,2019-11-25,1,0.0035316455696202532,0.0,BEST,5.460000038146973,5.585000038146973,5.440000057220459,5.570000171661377,5.570000171661377,1620000,-0.16499996185302734,-0.028695645539656978
129,2019-11-26,2,0.0060632911392405064,0.7168458781362008,BEST,5.519999980926514,6.0,5.454999923706055,5.739999771118164,5.739999771118164,21544900,0.41499996185302734,0.07430616992273453
130,2019-11-29,1,0.0035316455696202532,-0.4175365344467641,BEST,5.900000095367432,6.010000228881836,5.900000095367432,6.010000228881836,6.010000228881836,1302500,0.010000228881835938,0.001666704813639397
131,2019-12-03,1,0.0035316455696202532,0.0,BEST,5.920000076293945,5.920000076293945,5.769999980926514,5.880000114440918,5.880000114440918,1966600,-0.09000015258789062,-0.014975066416034966
132,2019-12-05,2,0.0060632911392405064,0.7168458781362008,BEST,5.760000228881836,5.860000133514404,5.699999809265137,5.769999980926514,5.769999980926514,1316100,-0.059999942779541016,-0.010135125338900708
133,2019-12-06,1,0.0035316455696202532,-0.4175365344467641,BEST,5.869999885559082,5.889999866485596,5.760000228881836,5.880000114440918,5.880000114440918,1403600,0.029999732971191406,0.005119408240217949
134,2019-12-11,1,0.0035316455696202532,-0.4175365344467641,BEST,5.590000152587891,5.730000019073486,5.519999980926514,5.71999979019165,5.71999979019165,1224300,-0.15999984741210938,-0.027164660617823966
135,2019-12-12,1,0.0035316455696202532,0.0,BEST,5.71999979019165,5.71999979019165,5.385000228881836,5.409999847412109,5.409999847412109,2003000,-0.010000228881835938,-0.0017452406367448603
136,2019-12-13,1,0.0035316455696202532,0.0,BEST,5.449999809265137,5.539999961853027,5.420000076293945,5.489999771118164,5.489999771118164,1331500,-0.17999982833862305,-0.031468502612059024
137,2019-12-16,3,0.00859493670886076,1.4336917562724012,BEST,5.489999771118164,5.675000190734863,5.420000076293945,5.559999942779541,5.559999942779541,970300,0.13500022888183594,0.02436827252913565
138,2019-12-17,1,0.0035316455696202532,-0.589101620029455,BEST,5.619999885559082,5.679999828338623,5.525000095367432,5.670000076293945,5.670000076293945,1054800,0.004999637603759766,0.0008809933807443215
139,2019-12-19,1,0.0035316455696202532,0.0,BEST,5.449999809265137,5.539999961853027,5.389999866485596,5.420000076293945,5.420000076293945,1317400,-0.1399998664855957,-0.024647864562796107
140,2019-12-30,1,0.0035316455696202532,0.0,BEST,5.739999771118164,5.78000020980835,5.630000114440918,5.71999979019165,5.71999979019165,1530700,0.24000024795532227,0.04332134469456683
141,2020-01-02,1,0.0035316455696202532,0.0,BEST,5.53000020980835,5.880000114440918,5.53000020980835,5.880000114440918,5.880000114440918,1328900,0.09999990463256836,0.01730102093471797
142,2020-01-03,1,0.0035316455696202532,0.0,BEST,5.75,5.960000038146973,5.664999961853027,5.880000114440918,5.880000114440918,1728900,0.07999992370605469,0.013605428936910968
143,2020-01-06,1,0.0035316455696202532,0.0,BEST,5.829999923706055,5.920000076293945,5.760000228881836,5.900000095367432,5.900000095367432,644600,-0.039999961853027344,-0.006711402952518042
144,2020-01-08,1,0.0035316455696202532,0.0,BEST,5.989999771118164,6.460000038146973,5.929999828338623,6.429999828338623,6.429999828338623,3716200,0.5399999618530273,0.09121620859692281
145,2020-01-14,1,0.0035316455696202532,0.0,BEST,6.369999885559082,6.466000080108643,6.329999923706055,6.420000076293945,6.420000076293945,2823200,0.006000041961669922,0.0009287990597892648
146,2020-01-15,3,0.00859493670886076,1.4336917562724012,BEST,6.380000114440918,6.440000057220459,6.300000190734863,6.400000095367432,6.400000095367432,1609900,-0.026000022888183594,-0.004021036586152715
147,2020-01-16,1,0.0035316455696202532,-0.589101620029455,BEST,6.380000114440918,6.460000038146973,6.25,6.369999885559082,6.369999885559082,1047700,0.019999980926513672,0.003105587072796734
148,2020-01-21,2,0.0060632911392405064,0.7168458781362008,BEST,6.289999961853027,6.539999961853027,6.28000020980835,6.429999828338623,6.429999828338623,1487600,0.07999992370605469,0.012383889045456176
149,2020-01-22,2,0.0060632911392405064,0.0,BEST,6.460000038146973,6.519999980926514,6.110000133514404,6.170000076293945,6.170000076293945,2114800,-0.019999980926513672,-0.0030581010769374917
150,2020-01-23,1,0.0035316455696202532,-0.4175365344467641,BEST,6.110000133514404,6.340000152587891,5.960000038146973,6.329999923706055,6.329999923706055,1508900,-0.17999982833862305,-0.027607335715520098
